subscriber_id,signup_date,plan,country,acquisition_channel,primary_device,age_group,preferred_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on,Segment
SUB00623,7/23/22,Essential,UK,Paid Social,Mobile,25-34,Comedy,Churned,7/21/23,$5.99,4,FALSE,FALSE,Standard
SUB00624,8/14/22,Paramount+ with Showtime,US,App Store,Smart TV,55,Drama,New,,$11.99,8,TRUE,TRUE,Standard
SUB00625,2/1/23,Essential,UK,Email Campaign,Smart TV,45-54,Procedural,Active,,$5.99,,TRUE,FALSE,Standard
SUB00626,10/15/22,Paramount+ with Showtime,AU,Paid Social,Tablet,45-54,Comedy,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00627,3/19/24,Annual,US,Organic Search,Desktop,45-54,Thriller,Churned,5/9/24,$9.99,4,FALSE,FALSE,Standard
SUB00628,5/7/24,Paramount+ with Showtime,US,Paid Social,Tablet,18-24,Animation,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00629,8/11/23,Essential,US,App Store,Fire TV,35-44,Drama,Reactivated,,$5.99,7,FALSE,FALSE,Standard
SUB00630,5/6/23,Paramount+ with Showtime,MX,Paid Social,Mobile,18-24,Drama,Churned,5/26/24,$11.99,7,TRUE,TRUE,Standard
SUB00631,5/16/22,Essential,US,App Store,Fire TV,25-34,Thriller,Active,,$5.99,,FALSE,FALSE,Standard
SUB00632,5/28/24,Essential,MX,App Store,Smart TV,55,Thriller,At-Risk,,$5.99,3,FALSE,FALSE,Flag
SUB00633,10/4/23,Essential,US,App Store,Fire TV,55,Procedural,Active,,$5.99,5,FALSE,FALSE,Standard
SUB00634,2/10/24,Annual,US,TV Ad,Fire TV,55,Procedural,Active,,$9.99,6,TRUE,FALSE,Standard
SUB00635,6/12/23,Paramount+ with Showtime,US,Organic Search,Desktop,55,Drama,Reactivated,,$11.99,1,FALSE,TRUE,Standard
SUB00636,1/11/23,Essential,US,Paid Social,Tablet,45-54,Comedy,Active,,$5.99,8,TRUE,FALSE,Standard
SUB00637,2/11/24,Paramount+ with Showtime,CA,Partner Bundle,Fire TV,35-44,Animation,Churned,4/9/24,$11.99,,TRUE,TRUE,Standard
SUB00638,1/17/23,Annual,US,App Store,Fire TV,45-54,Drama,Active,,$9.99,9,FALSE,FALSE,Standard
SUB00639,4/8/23,Essential,US,App Store,Mobile,55,Procedural,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00640,10/23/22,Essential,US,Email Campaign,Mobile,18-24,Drama,Winback,,$5.99,,TRUE,FALSE,Standard
SUB00641,6/14/24,Essential,CA,App Store,Fire TV,55,Drama,Active,,$5.99,8,FALSE,FALSE,Standard
SUB00642,3/7/23,Essential,CA,Paid Social,Mobile,55,Reality,Active,,$5.99,4,FALSE,FALSE,Standard
SUB00643,2/26/23,Paramount+ with Showtime,MX,Partner Bundle,Fire TV,55,Drama,At-Risk,,$11.99,9,FALSE,TRUE,Flag
SUB00644,4/14/23,Paramount+ with Showtime,US,TV Ad,Tablet,25-34,Comedy,Active,,$11.99,5,TRUE,TRUE,High Value
SUB00645,6/1/22,Essential,US,Referral,Roku,45-54,Thriller,Active,,$5.99,,TRUE,FALSE,Standard
SUB00646,5/9/24,Essential,US,Organic Search,Mobile,25-34,Procedural,Churned,6/29/24,$5.99,8,FALSE,FALSE,Standard
SUB00647,1/14/23,Essential,UK,Email Campaign,Smart TV,45-54,Drama,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00648,5/5/22,Paramount+ with Showtime,US,App Store,Tablet,35-44,Procedural,Reactivated,,$11.99,,FALSE,TRUE,Standard
SUB00649,10/25/23,Annual,US,TV Ad,Roku,35-44,Drama,Churned,3/24/24,$9.99,8,FALSE,FALSE,Standard
SUB00650,12/7/23,Essential,US,Referral,Roku,45-54,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00651,9/25/23,Essential,UK,Organic Search,Roku,35-44,Drama,Churned,2/16/24,$5.99,,TRUE,FALSE,Standard
SUB00652,3/11/24,Essential,US,Organic Search,Roku,35-44,Thriller,Reactivated,,$5.99,2,FALSE,FALSE,Standard
SUB00653,7/19/22,Annual,US,Referral,Tablet,55,Procedural,Active,,$9.99,,FALSE,FALSE,Standard
SUB00654,1/14/23,Paramount+ with Showtime,UK,Email Campaign,Tablet,18-24,Thriller,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00655,1/16/24,Paramount+ with Showtime,MX,Email Campaign,Smart TV,55,Procedural,Reactivated,,$11.99,7,FALSE,TRUE,Standard
SUB00656,5/23/22,Essential,US,Email Campaign,Desktop,18-24,Thriller,Churned,2/24/24,$5.99,6,TRUE,FALSE,Standard
SUB00657,8/28/23,Paramount+ with Showtime,CA,App Store,Smart TV,18-24,Drama,Churned,11/11/23,$11.99,10,TRUE,TRUE,Standard
SUB00658,7/24/22,Paramount+ with Showtime,MX,Organic Search,Tablet,35-44,Drama,Active,,$11.99,8,FALSE,TRUE,High Value
SUB00659,8/18/22,Essential,CA,Email Campaign,Fire TV,18-24,Drama,New,,$5.99,2,FALSE,FALSE,Standard
SUB00660,3/4/23,Essential,US,Organic Search,Tablet,55,Drama,Active,,$5.99,2,FALSE,FALSE,Standard
SUB00661,8/19/23,Paramount+ with Showtime,MX,Referral,Mobile,45-54,Drama,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00662,5/15/24,Essential,US,Email Campaign,Desktop,55,Drama,Active,,$5.99,6,TRUE,FALSE,Standard
SUB00663,2/24/22,Paramount+ with Showtime,US,Email Campaign,Tablet,35-44,Drama,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00664,2/24/24,Annual,US,Partner Bundle,Tablet,18-24,Thriller,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00665,10/5/22,Paramount+ with Showtime,US,Partner Bundle,Roku,55,Drama,At-Risk,,$11.99,1,TRUE,TRUE,Flag
SUB00666,6/15/23,Paramount+ with Showtime,UK,Paid Social,Mobile,45-54,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00667,5/1/24,Annual,US,App Store,Desktop,45-54,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00668,1/18/22,Paramount+ with Showtime,US,TV Ad,Desktop,35-44,Drama,Active,,$11.99,9,FALSE,TRUE,High Value
SUB00669,6/26/22,Essential,US,Paid Social,Fire TV,55,Procedural,Churned,8/24/22,$5.99,5,TRUE,FALSE,Standard
SUB00670,8/3/22,Paramount+ with Showtime,US,Organic Search,Mobile,18-24,Drama,Active,,$11.99,7,TRUE,TRUE,High Value
SUB00671,7/21/22,Annual,US,App Store,Mobile,55,Drama,Active,,$9.99,,FALSE,FALSE,Standard
SUB00672,11/15/23,Essential,US,Partner Bundle,Smart TV,18-24,Drama,New,,$5.99,1,TRUE,FALSE,Standard
SUB00673,5/30/22,Paramount+ with Showtime,UK,Paid Social,Roku,55,Drama,Churned,4/9/23,$11.99,4,TRUE,TRUE,Standard
SUB00674,4/12/22,Essential,US,Email Campaign,Smart TV,45-54,Drama,Churned,5/26/22,$5.99,1,TRUE,FALSE,Standard
SUB00675,8/8/22,Paramount+ with Showtime,UK,Referral,Roku,55,Drama,Reactivated,,$11.99,2,TRUE,TRUE,Standard
SUB00676,5/4/24,Paramount+ with Showtime,US,Partner Bundle,Smart TV,35-44,Animation,Active,,$11.99,,FALSE,TRUE,High Value
SUB00677,5/7/22,Essential,MX,TV Ad,Tablet,45-54,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00678,3/26/22,Paramount+ with Showtime,CA,App Store,Roku,25-34,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00679,8/20/22,Paramount+ with Showtime,US,TV Ad,Mobile,35-44,Drama,At-Risk,,$11.99,8,FALSE,TRUE,Flag
SUB00680,7/3/22,Paramount+ with Showtime,US,App Store,Desktop,55,Drama,New,,$11.99,2,TRUE,TRUE,Standard
SUB00681,5/27/22,Annual,US,Referral,Smart TV,55,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00682,12/13/22,Essential,US,TV Ad,Desktop,35-44,Drama,Active,,$5.99,10,FALSE,FALSE,Standard
SUB00683,2/14/24,Paramount+ with Showtime,MX,Referral,Roku,35-44,Procedural,Churned,6/5/24,$11.99,9,FALSE,TRUE,Standard
SUB00684,5/31/22,Paramount+ with Showtime,MX,App Store,Smart TV,25-34,Drama,Churned,10/18/22,$11.99,1,TRUE,TRUE,Standard
SUB00685,1/26/24,Paramount+ with Showtime,US,Paid Social,Desktop,18-24,Thriller,New,,$11.99,3,FALSE,TRUE,Standard
SUB00686,9/29/23,Annual,MX,TV Ad,Desktop,18-24,Drama,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00687,5/18/23,Paramount+ with Showtime,US,TV Ad,Mobile,45-54,Animation,Active,,$11.99,2,FALSE,TRUE,High Value
SUB00688,4/6/23,Paramount+ with Showtime,MX,Organic Search,Mobile,35-44,Drama,Active,,$11.99,5,TRUE,TRUE,High Value
SUB00689,5/19/23,Paramount+ with Showtime,MX,TV Ad,Mobile,35-44,SciFi,Active,,$11.99,9,FALSE,TRUE,High Value
SUB00690,5/3/23,Annual,US,App Store,Tablet,25-34,Drama,At-Risk,,$9.99,7,FALSE,FALSE,Flag
SUB00691,2/24/24,Essential,US,Partner Bundle,Mobile,35-44,Procedural,Winback,,$5.99,6,TRUE,FALSE,Standard
SUB00692,2/23/24,Paramount+ with Showtime,US,App Store,Tablet,35-44,Drama,Reactivated,,$11.99,1,TRUE,TRUE,Standard
SUB00693,9/11/22,Annual,US,Referral,Mobile,35-44,Thriller,Active,,$9.99,,FALSE,FALSE,Standard
SUB00694,6/23/22,Essential,MX,Referral,Desktop,35-44,SciFi,New,,$5.99,7,FALSE,FALSE,Standard
SUB00695,1/21/22,Essential,UK,App Store,Roku,55,Procedural,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00696,4/7/24,Essential,UK,App Store,Roku,55,Procedural,Active,,$5.99,6,TRUE,FALSE,Standard
SUB00697,9/22/23,Essential,MX,Referral,Mobile,45-54,Drama,Active,,$5.99,4,FALSE,FALSE,Standard
SUB00698,9/29/22,Paramount+ with Showtime,US,Partner Bundle,Fire TV,45-54,Procedural,New,,$11.99,10,TRUE,TRUE,Standard
SUB00699,8/30/23,Annual,MX,App Store,Smart TV,18-24,Drama,Active,,$9.99,5,FALSE,FALSE,Standard
SUB00700,3/20/23,Essential,AU,App Store,Tablet,35-44,Thriller,At-Risk,,$5.99,9,TRUE,FALSE,Flag
